Designator,Val,Package,Mid X,Mid Y,Layer,Rotation
QB1,CSD18543Q3A HS,VSON-8_3.3x3.3mm_P0.65mm_NexFET,96.0,-87.0,top,90.0
QB2,CSD18543Q3A LS,VSON-8_3.3x3.3mm_P0.65mm_NexFET,96.0,-95.0,top,270.0
R1,887k ladder-top,R_0402_1005Metric,58.486,-92.993,top,270.0
R10,680k vsense-hi,R_0402_1005Metric,65.459,-81.93,top,0.0
R11,100k vsense-lo,R_0402_1005Metric,66.502,-86.48,top,90.0
R16,20k RILIM1 (~3A),R_0402_1005Metric,129.086,-85.938,top,180.0
R17,20k RILIM2 (~3A),R_0402_1005Metric,124.117,-102.512,top,270.0
R18,4k7 I2C pu (3V3_SW),R_0402_1005Metric,63.435,-102.427,top,90.0
R19,4k7 I2C pu (3V3_SW),R_0402_1005Metric,68.506,-85.478,top,270.0
R2,28k7 ladder-mid,R_0402_1005Metric,61.451,-94.956,top,180.0
R20,2m 3W shunt,R_2512_6332Metric,74.0,-62.0,top,0.0
R21,20k PGOOD_A pu (5V_A),R_0402_1005Metric,76.522,-73.454,top,90.0
R22,10k PGOOD_B pu (3V3_SW),R_0402_1005Metric,79.48,-101.74,top,180.0
R23,10k Rp (3A adv),R_0402_1005Metric,123.616,-61.931,top,90.0
R24,10k Rp (3A adv),R_0402_1005Metric,123.074,-59.886,top,180.0
R25,30k v5a-hi,R_0402_1005Metric,61.451,-104.976,top,180.0
R26,10k v5a-lo,R_0402_1005Metric,59.948,-106.479,top,180.0
R27,10k NTC-top (3V3_SW),R_0402_1005Metric,64.498,-105.017,top,90.0
R28,10k NTC 3380K,R_0402_1005Metric,59.488,-102.011,top,90.0
R29,1k LED,R_0402_1005Metric,67.463,-104.976,top,0.0
R3,82k5 ladder-bot,R_0402_1005Metric,58.486,-95.999,top,270.0
R30,10k FAULT pu,R_0402_1005Metric,125.078,-90.447,top,0.0
R31,100k EN1 pu (5V_B),R_0402_1005Metric,77.524,-85.979,top,270.0
