dataset,device,dtheta_common,dtheta_diff,frozen_max_frac,frozen_tail,frozen_tail_start,heading_common,mount_diff,n_snapshots,platform,r0_bias,r0_circstd_corr,r0_circstd_raw,r0_coverage_bins,r0_drift_span,r0_dtheta,r0_g,r0_g_at_bound,r0_low_coverage,r0_n_valid,r0_nan_frac,r0_offset_c,r0_outlier_frac,r0_structure,r1_bias,r1_circstd_corr,r1_circstd_raw,r1_coverage_bins,r1_drift_span,r1_dtheta,r1_g,r1_g_at_bound,r1_low_coverage,r1_n_valid,r1_nan_frac,r1_offset_c,r1_outlier_frac,r1_structure,range_med_m,reasons,rx_lo,rx_speed_p99,scan_v,status,ts_med_dt,ts_nonmono_frac,wavelength_spacing
wallarrayv3_2024_12_02_06_41_53_nRX2_bounce_spacing0p025,PLUTO,0.17,0.0,0.0,False,,,,10000,wall,1.0448074340820312,0.5461112274734866,0.9917213065590909,9,0.29163940250873566,0.17000000000000048,2.200000000000001,False,False,9996,0.00039999999999995595,0.15745598077774048,0.29521808723489396,0.13113895403381548,0.12684102356433868,0.9109765150767737,1.2211587040490903,9,0.684012770652771,0.17000000000000048,1.980000000000001,False,False,9991,0.0009000000000000119,-0.4063508212566376,0.4384946451806626,0.5668070405784829,0.7873215675354004,FLAG:r0_gain=2.20;FLAG:r1_gain=1.98;FLAG:r1_noisy,2412000000.0,0.00375209525693208,2,FLAG,0.72216796875,0.0,0.20114
wallarrayv3_2024_12_02_08_46_36_nRX2_bounce_spacing0p025,PLUTO,0.06,0.01,0.0,False,,,,10000,wall,0.0064865583553910255,0.5602784527605553,1.0962182124541178,12,0.21555481851100922,0.0700000000000004,2.1800000000000015,False,False,9997,0.00029999999999996696,-0.13504047691822052,0.39941982594778436,0.23456378793630706,-0.9778549075126648,0.6166900851554189,1.6469457303517183,12,0.16240670159459114,0.05000000000000038,2.280000000000001,False,False,9998,0.00019999999999997797,-0.4748663008213043,0.6194238847769554,0.3944949932516644,0.8865349292755127,FLAG:r0_gain=2.18;FLAG:r1_gain=2.28,2412000000.0,0.004118329621851445,2,FLAG,0.72259521484375,0.0,0.20114
wallarrayv3_2024_12_02_10_49_43_nRX2_rx_random_circle_spacing0p025,PLUTO,0.04,0.01,0.0,False,,,,10000,wall,0.07771603763103485,0.42660102320953897,1.0773910567400176,12,0.03180881775915623,0.05000000000000038,2.0600000000000014,False,False,9998,0.00019999999999997797,0.1242637038230896,0.3540708141628326,0.283921066954759,-0.37579357624053955,0.5679848869371585,1.250621069158947,12,0.0859503298997879,0.03000000000000036,2.1000000000000014,False,False,9994,0.0006000000000000449,-0.4225319027900696,0.5654392635581349,0.4991465339258145,0.56349116563797,FLAG:r0_gain=2.06;FLAG:r1_gain=2.10,2412000000.0,0.0048121108673512955,2,FLAG,0.72412109375,0.00010001000100010001,0.20114
wallarrayv3_2024_11_29_08_46_14_nRX2_bounce_spacing0p04,PLUTO,0.21,-0.14,0.0,False,,,,10000,wall,-0.08274228870868683,0.9849470988944251,1.0166478801513268,12,0.40910114347934723,0.0700000000000004,0.7,True,False,7199,0.2801,-0.025178398936986923,0.27309348520627863,0.4593987000801944,0.632481038570404,1.2284144130915828,1.2502154641418735,12,0.34607698023319244,0.35000000000000064,0.9800000000000002,True,False,7964,0.2036,0.5314307808876038,0.4504018081366148,0.7362145981635245,0.8908493518829346,QUAR:nan>20%;FLAG:r0_gain=0.70;FLAG:r0_noisy;FLAG:r1_noisy;FLAG:fit_at_bound,915000000.0,0.004071141025051475,2,QUARANTINE,0.73095703125,0.0,0.12208
wallarrayv3_2024_11_29_10_53_15_nRX2_bounce_spacing0p04,PLUTO,0.18,-0.17,0.0,False,,,,10000,wall,-0.03417302668094635,0.935576277173269,0.9406118563117102,12,0.4590548723936081,0.010000000000000342,1.0600000000000003,False,False,7448,0.2552,-0.022947078570723534,0.24060150375939848,0.5531245159950502,0.3105405569076538,1.0455118670599621,1.1242358473484364,12,0.5968524515628815,0.35000000000000064,1.1600000000000004,True,False,8173,0.18269999999999997,0.40639957785606384,0.3866389330723113,0.4987273703052752,1.1782453060150146,QUAR:nan>20%;FLAG:r0_noisy;FLAG:r1_noisy;FLAG:fit_at_bound,915000000.0,0.004215063182637097,2,QUARANTINE,0.73095703125,0.0,0.12208
wallarrayv3_2024_11_29_12_57_43_nRX2_rx_random_circle_spacing0p04,PLUTO,0.35,0.0,0.0,False,,,,10000,wall,-0.35080239176750183,1.0189710810135661,1.074501250140713,12,0.09743019565939903,0.35000000000000064,0.7,True,False,7397,0.2603,-0.415241539478302,0.27943760984182775,0.7075221691107592,0.21452470123767853,1.2984294996692223,1.3796764524542433,12,0.04188241809606552,0.35000000000000064,1.5200000000000007,True,False,8277,0.1723,0.3020216226577759,0.43771898030687445,0.9132135122223248,0.7549932599067688,QUAR:nan>20%;FLAG:r0_gain=0.70;FLAG:r0_noisy;FLAG:r1_gain=1.52;FLAG:r1_noisy;FLAG:fit_at_bound,915000000.0,0.005052750287577512,2,QUARANTINE,0.73193359375,0.0,0.12208
wallarrayv3_2024_11_29_15_11_38_nRX2_bounce_spacing0p04,PLUTO,0.19,-0.16,0.0,False,,,,10000,wall,-0.24770553410053253,0.9350254780057097,0.9523276448941694,12,0.20103762298822403,0.03000000000000036,0.7,True,False,7266,0.2734,-0.22626757621765137,0.24841728598954033,0.4153109787997204,0.35998839139938354,1.0291180391960064,1.0676928573355193,12,0.31292834877967834,0.35000000000000064,1.2200000000000004,True,False,8346,0.1654,0.32445329427719116,0.3882099209202013,0.3493626722381938,1.3597609996795654,QUAR:nan>20%;FLAG:r0_gain=0.70;FLAG:r0_noisy;FLAG:r1_noisy;FLAG:fit_at_bound,915000000.0,0.004433903247118001,2,QUARANTINE,0.732421875,0.0,0.12208
wallarrayv3_2024_12_02_13_05_34_nRX2_bounce_spacing0p025,PLUTO,0.12,0.03,0.0,False,,,,10000,wall,-0.06046681106090546,0.8080629827388927,1.5829240705024592,12,0.21534397453069687,0.15000000000000047,2.2600000000000016,False,False,9933,0.006700000000000039,-0.07704705744981766,0.5570321151716501,0.2848154626699106,-0.31144413352012634,0.7800879801135779,1.4128416492177973,12,0.4771772027015686,0.09000000000000041,2.2600000000000016,False,False,9993,0.0007000000000000339,-0.11689948290586472,0.5873111177824477,0.5179680937038593,0.8546664714813232,FLAG:r0_gain=2.26;FLAG:r0_noisy;FLAG:r1_gain=2.26,2412000000.0,0.005265710819512607,2,FLAG,0.7275390625,0.0,0.20114
wallarrayv3_2024_12_02_15_22_07_nRX2_rx_random_circle_spacing0p025,PLUTO,0.07,0.08,0.00010001000100010001,False,,,,10000,wall,0.07223574072122574,0.6444399219889555,1.2128430539936341,12,0.024968743324279785,0.15000000000000047,2.1000000000000014,False,False,9964,0.0036000000000000476,0.013027775101363659,0.43887996788438377,0.30090813635364516,-0.16657160222530365,0.6848398676489575,1.3917621720639834,12,0.017366021405905485,-0.009999999999999676,2.2200000000000015,False,False,9991,0.0009000000000000119,-0.3173820972442627,0.5514963467120408,0.4763660676414009,0.9449936747550964,FLAG:r0_gain=2.10;FLAG:r1_gain=2.22,2412000000.0,0.0050102599710226065,2,FLAG,0.720458984375,0.0,0.20114
wallarrayv3_2024_12_02_17_41_21_nRX2_bounce_spacing0p025,PLUTO,0.06,0.07,0.00010001000100010001,False,,,,10000,wall,-0.012485321611166,0.5780162709034831,1.4626970761533382,12,0.24176418036222458,0.13000000000000045,2.120000000000001,False,False,9979,0.0020999999999999908,0.08561979234218597,0.618999899789558,0.2526756608301155,-0.6027092933654785,0.7502341699604905,1.0882127925156637,12,0.5845908373594284,-0.009999999999999676,2.160000000000001,False,False,9996,0.00039999999999995595,-0.5231651067733765,0.41686674669867946,0.5089365010223381,1.0207256078720093,FLAG:r0_gain=2.12;FLAG:r1_gain=2.16,2412000000.0,0.0038499836996197714,2,FLAG,0.7216796875,0.00010001000100010001,0.20114
wallarrayv3_2024_12_02_19_46_15_nRX2_bounce_spacing0p025,PLUTO,0.08,0.07,0.0,False,,,,10000,wall,-1.046030044555664,0.8497858675339337,1.435273644012535,10,0.5398432910442352,0.15000000000000047,2.360000000000001,False,False,9954,0.0046000000000000485,0.11775032430887222,0.4567008237894314,0.29920446200606593,0.5907560586929321,0.6682843137737305,0.9649434829626252,10,0.4015623778104782,0.010000000000000342,2.080000000000001,False,False,9968,0.0031999999999999806,-0.013757610693573952,0.26785714285714285,0.6489170148877755,1.0366344451904297,FLAG:r0_gain=2.36;FLAG:r0_noisy;FLAG:r1_gain=2.08,2412000000.0,0.004014159338548782,2,FLAG,0.7255859375,0.0,0.20114
wallarrayv3_2024_12_02_21_50_09_nRX2_rx_random_circle_spacing0p025,PLUTO,0.06,0.05,0.00010001000100010001,False,,,,10000,wall,-0.07235966622829437,0.478414236732779,1.0797212918371897,12,0.10178972780704498,0.11000000000000043,2.040000000000001,False,False,9994,0.0006000000000000449,0.033053986728191376,0.39073444066439866,0.2300452479381842,-0.22372356057167053,0.5872332931373391,1.378400326168976,12,0.0842242855578661,0.010000000000000342,2.2200000000000015,False,False,9993,0.0007000000000000339,-0.36023396253585815,0.5677974582207546,0.49814828124686067,0.8109930753707886,FLAG:r0_gain=2.04;FLAG:r1_gain=2.22,2412000000.0,0.0049562493897974515,2,FLAG,0.721435546875,0.0,0.20114
wallarrayv3_2024_12_03_00_04_55_nRX2_bounce_spacing0p025,PLUTO,0.14,0.01,0.00010001000100010001,False,,,,10000,wall,-0.1663530468940735,0.6141687034416156,1.221368275813722,12,0.3837876617908478,0.15000000000000047,2.0200000000000014,False,False,9975,0.0024999999999999467,0.00018624438962433487,0.43097744360902257,0.3251549463759908,-0.7344807982444763,0.661696268575754,1.2392757044733824,12,0.5736291259527206,0.13000000000000045,2.2600000000000016,False,False,9962,0.0038000000000000256,-0.22569507360458374,0.48253362778558523,0.42608459998985937,1.267034888267517,FLAG:r0_gain=2.02;FLAG:r1_gain=2.26,2412000000.0,0.004103497015312314,2,FLAG,0.72216796875,0.0,0.20114
wallarrayv3_2024_12_03_02_24_31_nRX2_rx_random_circle_spacing0p025,PLUTO,0.04,0.01,0.00010001000100010001,False,,,,10000,wall,0.15563611686229706,0.4686415228893116,1.1617873314609222,12,0.13211458176374435,0.05000000000000038,2.1400000000000015,False,False,9994,0.0006000000000000449,0.1751462072134018,0.4005403241945167,0.33888060041039014,-0.5577274560928345,0.5759586262877321,1.2953475781742367,12,0.08409401401877403,0.03000000000000036,2.1400000000000015,False,False,9998,0.00019999999999997797,-0.5989722609519958,0.5653130626125225,0.5024378050713815,0.4914900064468384,FLAG:r0_gain=2.14;FLAG:r1_gain=2.14,2412000000.0,0.004744526641443376,2,FLAG,0.722900390625,0.00010001000100010001,0.20114
wallarrayv3_2024_12_03_04_46_28_nRX2_bounce_spacing0p025,PLUTO,0.1,0.07,0.00020002000200020003,False,,,,10000,wall,-0.07157214730978012,0.7049308686484375,1.3253579879686386,12,0.1877773329615593,0.17000000000000048,2.1000000000000014,False,False,9988,0.0011999999999999789,-0.10899816453456879,0.5165198237885462,0.2601213585411054,-0.4971179664134979,0.6608101805575258,1.2554446851302827,12,0.3596455901861191,0.03000000000000036,2.2200000000000015,False,False,9996,0.00039999999999995595,-0.6149676442146301,0.4939975990396158,0.4367113263786511,1.1259660720825195,FLAG:r0_gain=2.10;FLAG:r1_gain=2.22,2412000000.0,0.004082787921652198,2,FLAG,0.72509765625,0.0,0.20114
wallarrayv3_2024_12_03_15_45_34_nRX2_bounce_spacing0p025,PLUTO,0.05,0.08,0.00020002000200020003,False,,,,10000,wall,0.6234854459762573,0.7179020150169769,1.365901145686912,11,0.20492645353078842,0.13000000000000045,2.3400000000000016,False,False,9989,0.0010999999999999899,-0.3509320020675659,0.4129542496746421,0.23814429410672158,0.19573113322257996,0.7888107275822395,1.1570578150304323,11,0.48736725747585297,-0.029999999999999694,2.040000000000001,False,False,9995,0.0004999999999999449,-0.1629742830991745,0.3906953476738369,0.44144227418563237,1.491580605506897,FLAG:r0_gain=2.34;FLAG:r1_gain=2.04,2412000000.0,0.0040030579548329115,2,FLAG,0.7236328125,0.0,0.20114
wallarrayv3_2024_12_03_17_50_31_nRX2_bounce_spacing0p025,PLUTO,0.21,-0.08,0.0,False,,,,10000,wall,0.870602011680603,0.6075508741183346,0.8368787368565632,9,0.2543705701828003,0.13000000000000045,2.2600000000000016,False,False,9993,0.0007000000000000339,-0.2364484965801239,0.21294906434504152,0.18760808936166432,-0.5381256341934204,0.9243270139896628,1.2354134645897643,9,0.3907317668199539,0.2900000000000006,1.900000000000001,False,False,9989,0.0010999999999999899,-0.8149154782295227,0.46571228351186306,0.5439435753062355,1.507771372795105,FLAG:r0_gain=2.26;FLAG:r1_gain=1.90;FLAG:r1_noisy,2412000000.0,0.003864244446158413,2,FLAG,0.72265625,0.0,0.20114
wallarrayv3_2024_12_03_19_53_38_nRX2_rx_random_circle_spacing0p025,PLUTO,0.07,0.04,0.00010001000100010001,False,,,,10000,wall,0.03373585268855095,0.5045057471413947,1.1851810601088695,12,0.0180968027561903,0.11000000000000043,2.1400000000000015,False,False,9971,0.0029000000000000137,0.020762218162417412,0.4286430648881757,0.2287882649108186,-0.1401471644639969,0.618722889046172,1.4035324966261713,12,0.03405429609119892,0.03000000000000036,2.2200000000000015,False,False,9963,0.0037000000000000366,-0.31045854091644287,0.6222021479474054,0.4753952816456495,0.9169941544532776,FLAG:r0_gain=2.14;FLAG:r1_gain=2.22,2412000000.0,0.0049257031735032795,2,FLAG,0.72314453125,0.0,0.20114
wallarrayv3_2024_12_03_22_07_23_nRX2_bounce_spacing0p025,PLUTO,0.16,0.09,0.0,False,,,,10000,wall,-0.42845484614372253,0.8135001189449249,1.6672373112653145,12,0.3712678998708725,0.25000000000000056,2.2200000000000015,False,False,9930,0.007000000000000006,-0.04495076462626457,0.5711983887210473,0.3245406442734366,0.4040903151035309,0.7482014389313844,1.1122201246046404,12,0.5242109000682831,0.0700000000000004,2.120000000000001,False,False,9978,0.0021999999999999797,-0.06977427005767822,0.3073762277009421,0.5571699959150478,1.3007407188415527,FLAG:r0_gain=2.22;FLAG:r0_noisy;FLAG:r1_gain=2.12,2412000000.0,0.0038120496924966586,2,FLAG,0.7255859375,0.0,0.20114
wallarrayv3_2024_12_04_00_21_50_nRX2_rx_random_circle_spacing0p025,PLUTO,0.06,0.03,0.00010001000100010001,False,,,,10000,wall,0.1470440924167633,0.5643569441956103,1.2090886430041183,12,0.036620802246034145,0.09000000000000041,2.120000000000001,False,False,9995,0.0004999999999999449,0.07944664359092712,0.4799399699849925,0.29261804685831844,-0.13974209129810333,0.6262831153032886,1.3687991425214452,12,0.18445275723934174,0.03000000000000036,2.2200000000000015,False,False,9999,9.999999999998899e-05,-0.4118907153606415,0.519051905190519,0.521537713452858,0.725493311882019,FLAG:r0_gain=2.12;FLAG:r1_gain=2.22,2412000000.0,0.004797736974433065,2,FLAG,0.7230224609375,0.0,0.20114
wallarrayv3_2024_12_04_02_41_35_nRX2_bounce_spacing0p025,PLUTO,0.08,0.03,0.00010001000100010001,False,,,,10000,wall,0.1774980127811432,0.5778407609546731,1.3851922888459374,12,0.33883093297481537,0.11000000000000043,2.3000000000000016,False,False,9998,0.00019999999999997797,-0.0802595242857933,0.5429085817163433,0.23003702480123822,-0.2944767475128174,0.7497409532134109,1.4809202446850958,12,0.477791965007782,0.05000000000000038,2.240000000000001,False,False,9996,0.00039999999999995595,-0.3149990141391754,0.5620248099239696,0.5595677189082966,1.0957798957824707,FLAG:r0_gain=2.30;FLAG:r1_gain=2.24,2412000000.0,0.004015134768560529,2,FLAG,0.721923828125,0.0,0.20114
wallarrayv3_2024_12_04_04_47_43_nRX2_bounce_spacing0p025,PLUTO,0.11,0.02,0.00010001000100010001,False,,,,10000,wall,0.5958740711212158,0.5810355303515432,1.0731228874065775,12,0.17578065395355225,0.13000000000000045,2.0200000000000014,False,False,10000,0.0,0.2031661570072174,0.3589,0.25212208245498313,-0.3809184730052948,0.6537518636921271,1.3905346015951339,12,0.06275242194533348,0.09000000000000041,2.1800000000000015,False,False,9997,0.00029999999999996696,-0.4750411808490753,0.5888766629988996,0.4994924742797619,1.005806565284729,FLAG:r0_gain=2.02;FLAG:r1_gain=2.18,2412000000.0,0.004050909336656333,2,FLAG,0.723388671875,0.00010001000100010001,0.20114
wallarrayv3_2024_12_04_06_50_49_nRX2_rx_random_circle_spacing0p025,PLUTO,0.06,0.05,0.00010001000100010001,False,,,,10000,wall,-0.04356333985924721,0.5094063907148277,1.067662431924286,12,0.06298820488154888,0.11000000000000043,2.0200000000000014,False,False,9994,0.0006000000000000449,0.06994165480136871,0.3903342005203122,0.27274226743159297,-0.18916219472885132,0.5727893659016796,1.3205210504092597,12,0.08043542504310608,0.010000000000000342,2.1800000000000015,False,False,9989,0.0010999999999999899,-0.34207579493522644,0.5900490539593553,0.44913578749054267,0.8319948315620422,FLAG:r0_gain=2.02;FLAG:r1_gain=2.18,2412000000.0,0.0048855808749794965,2,FLAG,0.7236328125,0.0,0.20114
wallarrayv3_2024_12_04_09_05_22_nRX2_bounce_spacing0p025,PLUTO,0.07,0.08,0.0,False,,,,10000,wall,-0.008193406276404858,0.6774383250102237,1.2510188718694204,12,0.2782057672739029,0.15000000000000047,2.160000000000001,False,False,9993,0.0007000000000000339,-0.032016508281230927,0.4579205443810668,0.25583066973653723,-0.2377748191356659,0.6085324208768375,1.4540951679363259,12,0.3859022557735443,-0.009999999999999676,2.200000000000001,False,False,9995,0.0004999999999999449,-0.30483293533325195,0.616208104052026,0.4747850372061334,1.202435851097107,FLAG:r0_gain=2.16;FLAG:r1_gain=2.20,2412000000.0,0.004097484387457371,2,FLAG,0.7230224609375,0.0,0.20114
wallarrayv3_2024_12_04_17_58_25_nRX2_rx_random_circle_spacing0p025,PLUTO,0.06,0.05,0.00010001000100010001,False,,,,10000,wall,-0.20853261649608612,0.5140490289563729,1.1404235348386063,12,0.016436167061328888,0.11000000000000043,2.080000000000001,False,False,10000,0.0,-0.19364671409130096,0.4298,0.27031325173424087,-0.05901895463466644,0.5826426373561857,1.3311798417494223,12,0.12714846432209015,0.010000000000000342,2.200000000000001,False,False,9995,0.0004999999999999449,-0.22571668028831482,0.536168084042021,0.47312598335300043,0.7484939098358154,FLAG:r0_gain=2.08;FLAG:r1_gain=2.20,2412000000.0,0.004895681673660879,2,FLAG,0.72314453125,0.0,0.20114
wallarrayv3_2024_12_04_20_11_52_nRX2_bounce_spacing0p025,PLUTO,0.09,0.02,0.00010001000100010001,False,,,,10000,wall,0.42297062277793884,0.6307423486022498,1.0645442818622692,10,0.4160189926624298,0.11000000000000043,2.1000000000000014,False,False,9999,9.999999999998899e-05,-0.012565589509904385,0.3619361936193619,0.2565312229167796,0.35570991039276123,0.6924493754987113,1.420945419111599,10,0.5959454476833344,0.0700000000000004,2.2200000000000015,False,False,9998,0.00019999999999997797,-0.2564311921596527,0.4391878375675135,0.5652480888099243,0.931026816368103,FLAG:r0_gain=2.10;FLAG:r1_gain=2.22,2412000000.0,0.003909014817327261,2,FLAG,0.72509765625,0.0,0.20114
wallarrayv3_2024_12_04_22_17_27_nRX2_bounce_spacing0p025,PLUTO,0.05,0.02,0.0,False,,,,10000,wall,0.33547237515449524,0.5674752243868383,1.1086308844747061,12,0.1386238969862461,0.0700000000000004,2.1800000000000015,False,False,9994,0.0006000000000000449,-0.03946036472916603,0.404342605563338,0.23315162174842363,-0.7016085386276245,0.6679130887938978,1.4700170692438943,12,0.539162740111351,0.03000000000000036,2.200000000000001,False,False,9994,0.0006000000000000449,-0.3344780206680298,0.585851510906544,0.4575934610427692,1.0330705642700195,FLAG:r0_gain=2.18;FLAG:r1_gain=2.20,2412000000.0,0.004649306545034054,2,FLAG,0.7244873046875,0.00010001000100010001,0.20114
wallarrayv3_2024_12_03_06_51_58_nRX2_bounce_spacing0p025,PLUTO,0.06,0.09,0.00010001000100010001,False,,,,10000,wall,-0.36118826270103455,0.7250975329466436,1.4790973199339987,12,0.12405921891331673,0.15000000000000047,2.160000000000001,False,False,9946,0.00539999999999996,0.11047635972499847,0.5309672230042228,0.23404782947970726,-0.09929970651865005,0.747677704474372,1.197207276756739,12,0.07920285314321518,-0.029999999999999694,2.3400000000000016,False,False,9975,0.0024999999999999467,-0.4444555342197418,0.45152882205513784,0.5283403779089041,1.2978284358978271,FLAG:r0_gain=2.16;FLAG:r1_gain=2.34,2412000000.0,0.0038834352511912594,2,FLAG,0.727294921875,0.0,0.20114
wallarrayv3_2024_12_03_08_56_08_nRX2_rx_random_circle_spacing0p025,PLUTO,0.07,0.04,0.00010001000100010001,False,,,,10000,wall,-0.1795671284198761,0.49589436947452487,1.2642262111128233,12,0.1953650638461113,0.11000000000000043,2.200000000000001,False,False,9988,0.0011999999999999789,-0.08428444713354111,0.4830796956347617,0.2451943319788337,-0.23406942188739777,0.5589386202188753,1.2995845571016642,12,0.13099784776568413,0.03000000000000036,2.1800000000000015,False,False,9990,0.0010000000000000009,-0.4203748404979706,0.5071071071071072,0.4205162390677464,0.8704941272735596,FLAG:r0_gain=2.20;FLAG:r1_gain=2.18,2412000000.0,0.00496903594583273,2,FLAG,0.7252197265625,0.0,0.20114
wallarrayv3_2024_12_03_11_07_03_nRX2_bounce_spacing0p025,PLUTO,0.1,0.05,0.0,False,,,,10000,wall,0.5971091389656067,0.6441703942188161,1.2324059148320263,10,0.17316409945487976,0.15000000000000047,2.2600000000000016,False,False,9993,0.0007000000000000339,-0.1422158032655716,0.412288602021415,0.30288911103151284,-1.1315600872039795,0.8377894271524944,1.2800939973947763,10,0.20763518661260605,0.05000000000000038,2.160000000000001,False,False,9991,0.0009000000000000119,-0.5663396120071411,0.43649284355920326,0.47591775557490323,1.5198078155517578,FLAG:r0_gain=2.26;FLAG:r1_gain=2.16;FLAG:r1_noisy,2412000000.0,0.004158005779609086,2,FLAG,0.72314453125,0.0,0.20114
wallarrayv3_2024_12_03_13_26_40_nRX2_rx_random_circle_spacing0p025,PLUTO,0.03,0.02,0.00010001000100010001,False,,,,10000,wall,0.11054038256406784,0.5325101044640879,1.2327911742557274,12,0.13717858493328094,0.05000000000000038,2.160000000000001,False,False,9998,0.00019999999999997797,0.09336410462856293,0.47589517903580714,0.2831317244037286,-0.23821227252483368,0.6522372952704681,1.3453504213666276,12,0.04739607870578766,0.010000000000000342,2.1800000000000015,False,False,10000,0.0,-0.43974244594573975,0.499,0.5402030070387083,0.6489914655685425,FLAG:r0_gain=2.16;FLAG:r1_gain=2.18,2412000000.0,0.004733327114954592,2,FLAG,0.72509765625,0.0,0.20114
wallarrayv3_2024_12_05_17_52_29_nRX2_rx_random_circle_spacing0p025,PLUTO,0.03,0.02,0.00010001000100010001,False,,,,10000,wall,-0.09484592080116272,0.46637202126096944,1.0624525396181421,12,0.06274047493934631,0.05000000000000038,2.0200000000000014,False,False,9967,0.0032999999999999696,-0.017644884064793587,0.3709240493628976,0.28431542363601686,-0.2873634397983551,0.6000519153864148,1.2336831870341607,12,0.09644890576601028,0.010000000000000342,2.1000000000000014,False,False,9976,0.0023999999999999577,-0.36956483125686646,0.49889735364875704,0.5047334269653462,0.5794909596443176,FLAG:r0_gain=2.02;FLAG:r1_gain=2.10,2412000000.0,0.004825346982106569,2,FLAG,0.72216796875,0.0,0.20114
wallarrayv3_2024_12_05_20_01_36_nRX2_bounce_spacing0p025,PLUTO,0.07,-0.02,0.00020002000200020003,False,,,,10000,wall,0.07517937570810318,0.6799305886717626,1.4955552528910703,12,0.5969477146863937,0.05000000000000038,2.1400000000000015,False,False,9987,0.0012999999999999678,0.09693551808595657,0.5796535496144989,0.3817937961815072,-0.48449885845184326,0.7314917189337292,1.235124577713983,12,0.47519148886203766,0.09000000000000041,2.2200000000000015,False,False,9994,0.0006000000000000449,-0.2600480914115906,0.45957574544726837,0.45241700805130264,1.200951337814331,FLAG:r0_gain=2.14;FLAG:r1_gain=2.22,2412000000.0,0.004088264424353838,2,FLAG,0.71875,0.0,0.20114
wallarrayv3_2024_12_05_22_21_22_nRX2_rx_random_circle_spacing0p025,PLUTO,0.04,0.07,0.00010001000100010001,False,,,,10000,wall,0.155656635761261,0.6126879111886603,1.2245113935925729,12,0.03895139321684837,0.11000000000000043,2.1400000000000015,False,False,9987,0.0012999999999999678,0.19284236431121826,0.4250525683388405,0.335499082392563,-0.055988192558288574,0.632692372729236,1.4908623528397067,12,0.017278026789426804,-0.029999999999999694,2.280000000000001,False,False,9995,0.0004999999999999449,-0.2415635883808136,0.6408204102051025,0.42343092886499306,0.9169945120811462,FLAG:r0_gain=2.14;FLAG:r1_gain=2.28,2412000000.0,0.004865643652155996,2,FLAG,0.72216796875,0.0,0.20114
wallarrayv3_2024_12_06_00_39_56_nRX2_bounce_spacing0p025,PLUTO,0.03,0.06,0.0,False,,,,10000,wall,-0.42335355281829834,0.7240515770086208,1.2468271996841391,12,0.4147147387266159,0.09000000000000041,2.1800000000000015,False,False,9991,0.0009000000000000119,-0.15637251734733582,0.4182764488039235,0.3654052414972409,0.2882455885410309,0.6376986072682999,1.2895640004587972,12,0.351714052259922,-0.029999999999999694,2.2600000000000016,False,False,9996,0.00039999999999995595,-0.4546257257461548,0.3786514605842337,0.4941465805246883,1.2689753770828247,FLAG:r0_gain=2.18;FLAG:r1_gain=2.26,2412000000.0,0.004347128998488191,2,FLAG,0.72216796875,0.00020002000200020003,0.20114
wallarrayv3_2024_12_06_02_45_42_nRX2_bounce_spacing0p025,PLUTO,0.08,0.09,0.0,False,,,,10000,wall,0.06528893858194351,0.7654547599390817,1.5845804656841453,12,0.35406889021396637,0.17000000000000048,2.160000000000001,False,False,9986,0.0013999999999999568,-0.052337389439344406,0.5960344482275185,0.39113071009749667,0.11883755773305893,0.7959790522464413,1.2465757197255027,12,0.7201808094978333,-0.009999999999999676,2.240000000000001,False,False,9984,0.0016000000000000458,-0.11460420489311218,0.44701522435897434,0.41165426967648977,1.663818120956421,FLAG:r0_gain=2.16;FLAG:r1_gain=2.24,2412000000.0,0.004081209180876613,2,FLAG,0.72119140625,0.0,0.20114
wallarrayv3_2024_12_06_04_48_13_nRX2_rx_random_circle_spacing0p025,PLUTO,0.03,0.04,0.00010001000100010001,False,,,,10000,wall,-0.07148540019989014,0.5688382782388184,1.243188994128435,12,0.19703718274831772,0.0700000000000004,2.160000000000001,False,False,9995,0.0004999999999999449,-0.026567086577415466,0.45582791395697847,0.30268948234163945,-0.18599197268486023,0.6063529910275137,1.4885393054143474,12,0.06673401221632957,-0.009999999999999676,2.280000000000001,False,False,9996,0.00039999999999995595,-0.3474954664707184,0.6471588635454182,0.3951223417018147,0.9144943356513977,FLAG:r0_gain=2.16;FLAG:r1_gain=2.28,2412000000.0,0.004970643706619741,2,FLAG,0.719970703125,0.0,0.20114
wallarrayv3_2024_12_06_20_56_49_nRX2_rx_random_circle_spacing0p025,PLUTO,0.05,0.06,0.00010001000100010001,False,,,,10000,wall,-0.01594163291156292,0.5438335584695958,1.2021061930915231,12,0.046776050701737404,0.11000000000000043,2.120000000000001,False,False,9984,0.0016000000000000458,-0.0097432192414999,0.4305889423076923,0.2717908701821749,-0.1828443557024002,0.5976800602177914,1.3934071174657723,12,0.032172439619898796,-0.009999999999999676,2.240000000000001,False,False,9989,0.0010999999999999899,-0.30715879797935486,0.6217839623585945,0.4144525419451629,0.9309938549995422,FLAG:r0_gain=2.12;FLAG:r1_gain=2.24,2412000000.0,0.004985411558300257,2,FLAG,0.72265625,0.00010001000100010001,0.20114
