key,device,d_lambda,radio,symmetry,parameters_fitted_to,nominal_mean_row_tv,nominal_mean_row_js_nats,nominal_flattened_corr,cal_mean_row_tv,cal_mean_row_js_nats,cal_flattened_corr,cal_map_bin_agreement,nonempty_phi_rows
SDRDEVICE.BLADERF2_0.53424,BLADERF2,0.53424,r0,nosym,r/nosym,0.5716098188,0.2545993518,0.4301616589,0.3736906093,0.1226434808,0.6768398315,0.09230769231,65
SDRDEVICE.BLADERF2_0.53424,BLADERF2,0.53424,r0,sym,r/nosym,0.2508781725,0.05490029537,0.7993595477,0.262126896,0.05928653291,0.7735361151,0.04615384615,65
SDRDEVICE.BLADERF2_0.53424,BLADERF2,0.53424,r1,nosym,r/nosym,0.6811880379,0.3373406574,0.203988318,0.3691947419,0.1125931769,0.7274871071,0.1538461538,65
SDRDEVICE.BLADERF2_0.53424,BLADERF2,0.53424,r1,sym,r/nosym,0.3896179126,0.1205962597,0.4042752731,0.2341664694,0.04732388224,0.7857265673,0.2307692308,65
SDRDEVICE.BLADERF2_0.55478,BLADERF2,0.55478,r,nosym,r/nosym,0.5591732642,0.2421096577,0.3628366684,0.2223135767,0.0440086041,0.8858867827,0.1846153846,65
SDRDEVICE.BLADERF2_0.55478,BLADERF2,0.55478,r,sym,r/nosym,0.2764048925,0.06186177014,0.6520446111,0.154160568,0.02221474295,0.8972073364,0.2,65
SDRDEVICE.BLADERF2_0.55478,BLADERF2,0.55478,r0,nosym,r/nosym,0.5809738241,0.2582786796,0.3984836077,0.3480169743,0.1076441721,0.7284432023,0.09230769231,65
SDRDEVICE.BLADERF2_0.55478,BLADERF2,0.55478,r0,sym,r/nosym,0.2565578937,0.05623642093,0.7625064845,0.222908151,0.04496849262,0.8205901869,0.1384615385,65
SDRDEVICE.BLADERF2_0.55478,BLADERF2,0.55478,r1,nosym,r/nosym,0.6635223655,0.3236820721,0.2175009651,0.3430778159,0.1030635905,0.7512420305,0.1538461538,65
SDRDEVICE.BLADERF2_0.55478,BLADERF2,0.55478,r1,sym,r/nosym,0.3780965163,0.110143437,0.4239731344,0.2152920982,0.0405720733,0.7979788275,0.2461538462,65
SDRDEVICE.PLUTO_0.56296,PLUTO,0.56296,r,nosym,r/nosym,0.7439919833,0.4060071725,0.1731000294,0.7026172986,0.3820996924,0.2397463099,0.01538461538,65
SDRDEVICE.PLUTO_0.56296,PLUTO,0.56296,r,sym,r/nosym,0.4616782689,0.1874028119,0.3402395023,0.4368891604,0.1735266019,0.4556183047,0.06153846154,65
SDRDEVICE.PLUTO_0.56296,PLUTO,0.56296,r0,nosym,r/nosym,0.8998775191,0.5492334098,-0.03094107968,0.7492035019,0.4040983358,0.3477533208,0.04615384615,65
SDRDEVICE.PLUTO_0.56296,PLUTO,0.56296,r0,sym,r/nosym,0.6926396712,0.3641430956,-0.04674984611,0.5947846349,0.2864805059,0.267468222,0.03076923077,65
SDRDEVICE.PLUTO_0.56296,PLUTO,0.56296,r1,nosym,r/nosym,0.8242657427,0.4702281416,0.2800848025,0.9197051116,0.5768796622,0.001031749221,0,65
SDRDEVICE.PLUTO_0.56296,PLUTO,0.56296,r1,sym,r/nosym,0.5248754996,0.2356345037,0.544050565,0.6097288849,0.2940666279,0.4073705591,0.04615384615,65
SDRDEVICE.PLUTO_0.56318,PLUTO,0.56318,r,nosym,r/nosym,0.4618890386,0.170630025,0.4555131599,0.4106050388,0.1418793723,0.4945046624,0.04615384615,65
SDRDEVICE.PLUTO_0.56318,PLUTO,0.56318,r,sym,r/nosym,0.2637404251,0.05633321714,0.6880713086,0.2180998378,0.04147305874,0.7787687626,0.1692307692,65
SDRDEVICE.PLUTO_0.56318,PLUTO,0.56318,r0,nosym,r/nosym,0.7393508714,0.3830975611,-0.02692159854,0.5851986756,0.2543475174,0.3577682949,0,65
SDRDEVICE.PLUTO_0.56318,PLUTO,0.56318,r0,sym,r/nosym,0.5226842076,0.2076179967,-0.01165507042,0.4418281365,0.1584973199,0.1772073132,0,65
SDRDEVICE.PLUTO_0.56318,PLUTO,0.56318,r1,nosym,r/nosym,0.5535976276,0.2272131514,0.5650756006,0.6358011314,0.2963808631,0.3243710604,0.07692307692,65
SDRDEVICE.PLUTO_0.56318,PLUTO,0.56318,r1,sym,r/nosym,0.2866969644,0.08052223843,0.8554253504,0.3321749795,0.1017245564,0.8254239817,0.2,65
SDRDEVICE.PLUTO_0.56319,PLUTO,0.56319,r,nosym,r/nosym,0.3658215766,0.1037452573,0.5964489779,0.3377804284,0.09029545344,0.5963982171,0.09230769231,65
SDRDEVICE.PLUTO_0.56319,PLUTO,0.56319,r,sym,r/nosym,0.1961182239,0.0307276617,0.8239957165,0.1719561027,0.0248458883,0.8556855259,0.2615384615,65
SDRDEVICE.PLUTO_0.56319,PLUTO,0.56319,r0,nosym,r/nosym,0.5289762256,0.2047409363,0.179076946,0.4376720518,0.1382904766,0.4116731941,0,65
SDRDEVICE.PLUTO_0.56319,PLUTO,0.56319,r0,sym,r/nosym,0.3629330612,0.09156779112,0.3395521399,0.3272957093,0.07574035471,0.4069423455,0.03076923077,65
SDRDEVICE.PLUTO_0.56319,PLUTO,0.56319,r1,nosym,r/nosym,0.4962375814,0.1757555206,0.593786142,0.5437634176,0.214718582,0.4595515061,0.09230769231,65
SDRDEVICE.PLUTO_0.56319,PLUTO,0.56319,r1,sym,r/nosym,0.2191638123,0.04772334675,0.905212623,0.23230588,0.05231318521,0.9068233741,0.2615384615,65
SDRDEVICE.BLADERF2_0.57533,BLADERF2,0.57533,r,nosym,r/nosym,0.5670380255,0.2535339199,0.3488190668,0.2075880702,0.04032191525,0.8888087356,0.1384615385,65
SDRDEVICE.BLADERF2_0.57533,BLADERF2,0.57533,r,sym,r/nosym,0.2893006675,0.06791730495,0.6214845463,0.1674006446,0.02478675614,0.8765425912,0.1538461538,65
SDRDEVICE.BLADERF2_0.57533,BLADERF2,0.57533,r0,nosym,r/nosym,0.5852452496,0.2667965239,0.4088387898,0.3501574108,0.1181277984,0.7262636354,0.1846153846,65
SDRDEVICE.BLADERF2_0.57533,BLADERF2,0.57533,r0,sym,r/nosym,0.2444220557,0.05551730988,0.7863777539,0.2410204632,0.05436390477,0.7964855073,0.1230769231,65
SDRDEVICE.BLADERF2_0.57533,BLADERF2,0.57533,r1,nosym,r/nosym,0.6801872571,0.338912242,0.2019938781,0.3180273758,0.08953802566,0.7801582965,0.09230769231,65
SDRDEVICE.BLADERF2_0.57533,BLADERF2,0.57533,r1,sym,r/nosym,0.4218982347,0.1387913405,0.3603076758,0.2436408518,0.05042591417,0.7676718885,0.2461538462,65
SDRDEVICE.PLUTO_0.57606,PLUTO,0.57606,r,nosym,r/nosym,0.4708729895,0.175451814,0.4461030018,0.4633020782,0.1629764005,0.4186341323,0.01538461538,65
SDRDEVICE.PLUTO_0.57606,PLUTO,0.57606,r,sym,r/nosym,0.2799564415,0.06707655689,0.6815764237,0.2642001634,0.06146163068,0.6974303352,0.09230769231,65
SDRDEVICE.PLUTO_0.57606,PLUTO,0.57606,r0,nosym,r/nosym,0.7983323832,0.4385365551,-0.08977806868,0.710943312,0.3553022186,0.14481793,0,65
SDRDEVICE.PLUTO_0.57606,PLUTO,0.57606,r0,sym,r/nosym,0.6296738312,0.2856303937,-0.2015318166,0.591308959,0.2551459778,-0.1452628851,0,65
SDRDEVICE.PLUTO_0.57606,PLUTO,0.57606,r1,nosym,r/nosym,0.5245548429,0.2070811922,0.6434121058,0.6073149353,0.2682736991,0.4031069927,0.01538461538,65
SDRDEVICE.PLUTO_0.57606,PLUTO,0.57606,r1,sym,r/nosym,0.3530053039,0.1124413149,0.8665196088,0.3992938314,0.1345971882,0.8413812072,0.1538461538,65
SDRDEVICE.BLADERF2_0.59588,BLADERF2,0.59588,r,nosym,r/nosym,0.5878343609,0.2690325507,0.3545367207,0.2636062149,0.0663749766,0.8536172121,0.1538461538,65
SDRDEVICE.BLADERF2_0.59588,BLADERF2,0.59588,r,sym,r/nosym,0.2983005073,0.07466783703,0.6381462163,0.2229636261,0.04274090447,0.8075949957,0.07692307692,65
SDRDEVICE.BLADERF2_0.59588,BLADERF2,0.59588,r0,nosym,r/nosym,0.6171154732,0.2936806948,0.4062197051,0.412463499,0.1482033131,0.6813119782,0.1230769231,65
SDRDEVICE.BLADERF2_0.59588,BLADERF2,0.59588,r0,sym,r/nosym,0.2775432936,0.07420756755,0.7686957277,0.3096023304,0.08651075121,0.7024983824,0.04615384615,65
SDRDEVICE.BLADERF2_0.59588,BLADERF2,0.59588,r1,nosym,r/nosym,0.7069433306,0.3634140228,0.1861431279,0.393585971,0.1350926905,0.7061053888,0.1230769231,65
SDRDEVICE.BLADERF2_0.59588,BLADERF2,0.59588,r1,sym,r/nosym,0.4497580759,0.1581333496,0.3462606217,0.3093130221,0.07987571213,0.6851904573,0.1538461538,65
SDRDEVICE.PLUTO_0.60342,PLUTO,0.60342,r,nosym,r/nosym,0.2926266663,0.07224819116,0.7414342844,0.2307703984,0.04796040473,0.8418457949,0.2615384615,65
SDRDEVICE.PLUTO_0.60342,PLUTO,0.60342,r,sym,r/nosym,0.1126700776,0.01197215328,0.9520126951,0.1105217232,0.01358248514,0.9590594896,0.2923076923,65
SDRDEVICE.PLUTO_0.60342,PLUTO,0.60342,r0,nosym,r/nosym,0.3674541823,0.1118607202,0.7066358612,0.2970694009,0.08033826421,0.8055716305,0.1846153846,65
SDRDEVICE.PLUTO_0.60342,PLUTO,0.60342,r0,sym,r/nosym,0.1417127733,0.02074133008,0.9444840704,0.140942996,0.02323281902,0.9476725684,0.2923076923,65
SDRDEVICE.PLUTO_0.60342,PLUTO,0.60342,r1,nosym,r/nosym,0.3844267416,0.114864047,0.6353887823,0.3386579142,0.0962238997,0.719527353,0.3230769231,65
SDRDEVICE.PLUTO_0.60342,PLUTO,0.60342,r1,sym,r/nosym,0.1494801401,0.01771885771,0.9222730073,0.1481362342,0.0189644473,0.9296103732,0.04615384615,65
SDRDEVICE.BLADERF2_0.65752,BLADERF2,0.65752,r,nosym,r/nosym,0.5596439912,0.2459957369,0.3522217567,0.2162747912,0.04526601294,0.8675790582,0.2153846154,65
SDRDEVICE.BLADERF2_0.65752,BLADERF2,0.65752,r,sym,r/nosym,0.2994826936,0.07393553959,0.6191879709,0.1837615002,0.03076695778,0.8434142453,0.1538461538,65
SDRDEVICE.BLADERF2_0.65752,BLADERF2,0.65752,r0,nosym,r/nosym,0.5884530351,0.2686622843,0.3730422956,0.3412089393,0.110098583,0.7414069415,0.1692307692,65
SDRDEVICE.BLADERF2_0.65752,BLADERF2,0.65752,r0,sym,r/nosym,0.2733335683,0.06520976473,0.7183127858,0.2278843314,0.0489652081,0.8000272059,0.1230769231,65
SDRDEVICE.BLADERF2_0.65752,BLADERF2,0.65752,r1,nosym,r/nosym,0.6504838181,0.3135192271,0.2579877934,0.3257770985,0.09292796687,0.7775916326,0.1384615385,65
SDRDEVICE.BLADERF2_0.65752,BLADERF2,0.65752,r1,sym,r/nosym,0.3850934283,0.1198716979,0.4633156039,0.2376548309,0.04972609379,0.7727362024,0.1538461538,65
SDRDEVICE.PLUTO_0.67317,PLUTO,0.67317,r,nosym,r/nosym,0.2222495738,0.04923384718,0.8587617789,0.2032985102,0.04049230187,0.8914982926,0.2461538462,65
SDRDEVICE.PLUTO_0.67317,PLUTO,0.67317,r,sym,r/nosym,0.161810362,0.02906092558,0.923475939,0.1526500044,0.02394413621,0.94125164,0.6,65
SDRDEVICE.PLUTO_0.67317,PLUTO,0.67317,r0,nosym,r/nosym,0.2746938442,0.07305435621,0.8016624015,0.2507041956,0.06113653036,0.8412114953,0.2461538462,65
SDRDEVICE.PLUTO_0.67317,PLUTO,0.67317,r0,sym,r/nosym,0.1851707637,0.03711337538,0.8958620643,0.1673935422,0.02884714235,0.9246385565,0.5384615385,65
SDRDEVICE.PLUTO_0.67317,PLUTO,0.67317,r1,nosym,r/nosym,0.254478998,0.06191862492,0.8305545339,0.2452823788,0.05610228251,0.8529649398,0.2615384615,65
SDRDEVICE.PLUTO_0.67317,PLUTO,0.67317,r1,sym,r/nosym,0.1738984492,0.03232975986,0.9204178234,0.1717486761,0.0299187515,0.9288310647,0.5384615385,65
SDRDEVICE.PLUTO_0.68181,PLUTO,0.68181,r,nosym,r/nosym,0.3353890279,0.1087645294,0.7776478934,0.270939642,0.07745335829,0.8551695745,0.1692307692,65
SDRDEVICE.PLUTO_0.68181,PLUTO,0.68181,r,sym,r/nosym,0.1938126294,0.04223275919,0.9268920988,0.1632654754,0.03507260386,0.9501187186,0.5076923077,65
SDRDEVICE.PLUTO_0.68181,PLUTO,0.68181,r0,nosym,r/nosym,0.4344115196,0.1710081198,0.6461982808,0.3633578287,0.1300649879,0.7530838291,0.1384615385,65
SDRDEVICE.PLUTO_0.68181,PLUTO,0.68181,r0,sym,r/nosym,0.2223624252,0.05244128538,0.8993384209,0.2083026096,0.05197926438,0.9086188109,0.4153846154,65
SDRDEVICE.PLUTO_0.68181,PLUTO,0.68181,r1,nosym,r/nosym,0.4023718293,0.1520693741,0.7085783586,0.3770676845,0.1342673147,0.7241677723,0.2153846154,65
SDRDEVICE.PLUTO_0.68181,PLUTO,0.68181,r1,sym,r/nosym,0.233997185,0.06094752142,0.8830783958,0.2067091872,0.05032360277,0.9107898713,0.3384615385,65
SDRDEVICE.PLUTO_0.68484,PLUTO,0.68484,r,nosym,r/nosym,0.2431206604,0.05815137927,0.8401869351,0.2066868718,0.04553316953,0.8926163871,0.1692307692,65
SDRDEVICE.PLUTO_0.68484,PLUTO,0.68484,r,sym,r/nosym,0.1459987158,0.02296883246,0.9398784118,0.126742259,0.02023997846,0.9553642205,0.3230769231,65
SDRDEVICE.PLUTO_0.68484,PLUTO,0.68484,r0,nosym,r/nosym,0.4612011019,0.1972530411,0.4274853497,0.4248885214,0.1740997614,0.4850834687,0.04615384615,65
SDRDEVICE.PLUTO_0.68484,PLUTO,0.68484,r0,sym,r/nosym,0.3725568059,0.1183898711,0.5355964963,0.3426354368,0.1053411868,0.5904267736,0.1230769231,65
SDRDEVICE.PLUTO_0.68484,PLUTO,0.68484,r1,nosym,r/nosym,0.3066540906,0.09899587868,0.7982472226,0.3001939312,0.0991899022,0.8073765974,0.2461538462,65
SDRDEVICE.PLUTO_0.68484,PLUTO,0.68484,r1,sym,r/nosym,0.2290513714,0.06587708679,0.8757107393,0.2417009386,0.07041212029,0.8605902555,0.3538461538,65
SDRDEVICE.PLUTO_0.82703,PLUTO,0.82703,r,nosym,r/nosym,0.2896855179,0.07928340075,0.6748961137,0.2574270828,0.06041543556,0.7958208268,0.04615384615,65
SDRDEVICE.PLUTO_0.82703,PLUTO,0.82703,r,sym,r/nosym,0.2365746565,0.05538958152,0.7574280865,0.2078953248,0.03999978369,0.861362436,0.2307692308,65
SDRDEVICE.PLUTO_0.82703,PLUTO,0.82703,r0,nosym,r/nosym,0.3751870427,0.127199813,0.5595043091,0.3300259185,0.09997570878,0.7014521448,0.09230769231,65
SDRDEVICE.PLUTO_0.82703,PLUTO,0.82703,r0,sym,r/nosym,0.2394343337,0.05956409994,0.7527375153,0.212227436,0.04309885094,0.8542180148,0.2307692308,65
SDRDEVICE.PLUTO_0.82703,PLUTO,0.82703,r1,nosym,r/nosym,0.3296883428,0.09775234947,0.6256251276,0.3074451611,0.08406300956,0.7191501336,0.06153846154,65
SDRDEVICE.PLUTO_0.82703,PLUTO,0.82703,r1,sym,r/nosym,0.2806539844,0.06953730191,0.7048379902,0.2517665426,0.05486350516,0.8050036566,0.06153846154,65
SDRDEVICE.PLUTO_0.83248,PLUTO,0.83248,r,nosym,r/nosym,0.3319468579,0.1000396149,0.73387779,0.2534134711,0.0589284408,0.8379723933,0.2153846154,65
SDRDEVICE.PLUTO_0.83248,PLUTO,0.83248,r,sym,r/nosym,0.2096144315,0.04426156848,0.8950421222,0.1539462915,0.02170908228,0.9331242467,0.3538461538,65
SDRDEVICE.PLUTO_0.83248,PLUTO,0.83248,r0,nosym,r/nosym,0.5607254673,0.2576969092,0.3903692408,0.4193207922,0.148118907,0.6549256511,0.04615384615,65
SDRDEVICE.PLUTO_0.83248,PLUTO,0.83248,r0,sym,r/nosym,0.364631896,0.1088874474,0.6333853847,0.2964416403,0.07050727059,0.6984959253,0.03076923077,65
SDRDEVICE.PLUTO_0.83248,PLUTO,0.83248,r1,nosym,r/nosym,0.3860452315,0.1309186662,0.7083091634,0.4433607352,0.1676432253,0.6402416412,0.1692307692,65
SDRDEVICE.PLUTO_0.83248,PLUTO,0.83248,r1,sym,r/nosym,0.25913764,0.06452096341,0.8528480696,0.2733958825,0.06689220984,0.8715338307,0.3230769231,65
SDRDEVICE.PLUTO_0.83765,PLUTO,0.83765,r,nosym,r/nosym,0.4093589193,0.1575029554,0.5867543892,0.3393587069,0.1120838537,0.7254389138,0.1076923077,65
SDRDEVICE.PLUTO_0.83765,PLUTO,0.83765,r,sym,r/nosym,0.229793362,0.06346343548,0.8186048199,0.1969883496,0.04640961015,0.8858874133,0.1076923077,65
SDRDEVICE.PLUTO_0.83765,PLUTO,0.83765,r0,nosym,r/nosym,0.5563455518,0.2612934651,0.3905834695,0.4551858049,0.1922714163,0.5837518692,0.1076923077,65
SDRDEVICE.PLUTO_0.83765,PLUTO,0.83765,r0,sym,r/nosym,0.330789208,0.1028741337,0.6652834608,0.3035058184,0.08684864334,0.7046134003,0.07692307692,65
SDRDEVICE.PLUTO_0.83765,PLUTO,0.83765,r1,nosym,r/nosym,0.4704981199,0.2008524851,0.5537674759,0.4471566619,0.183326409,0.5887047733,0.04615384615,65
SDRDEVICE.PLUTO_0.83765,PLUTO,0.83765,r1,sym,r/nosym,0.3021440199,0.1015061736,0.7523937765,0.2733304344,0.08269258748,0.832081847,0.2153846154,65
SDRDEVICE.PLUTO_0.84138,PLUTO,0.84138,r,nosym,r/nosym,0.2909716522,0.08132245959,0.7149372578,0.2526366267,0.06295096948,0.8149723529,0.1846153846,65
SDRDEVICE.PLUTO_0.84138,PLUTO,0.84138,r,sym,r/nosym,0.1982285623,0.04161139477,0.8430719646,0.1817983265,0.03161606146,0.8901641066,0.3076923077,65
SDRDEVICE.PLUTO_0.84138,PLUTO,0.84138,r0,nosym,r/nosym,0.3685286581,0.1217032579,0.6029317224,0.3292147564,0.100701998,0.6763552902,0.1692307692,65
SDRDEVICE.PLUTO_0.84138,PLUTO,0.84138,r0,sym,r/nosym,0.2148653455,0.04355357394,0.8236100688,0.2002701017,0.03868739106,0.8308325488,0.2307692308,65
SDRDEVICE.PLUTO_0.84138,PLUTO,0.84138,r1,nosym,r/nosym,0.3554588421,0.1165760739,0.63784879,0.3277840664,0.1033986888,0.7342976747,0.1384615385,65
SDRDEVICE.PLUTO_0.84138,PLUTO,0.84138,r1,sym,r/nosym,0.2754466279,0.08031886649,0.7315129847,0.2575901412,0.06480615308,0.8056595578,0.1846153846,65
SDRDEVICE.PLUTO_0.90397,PLUTO,0.90397,r,nosym,r/nosym,0.446282449,0.1872319291,0.4829148138,0.4428604275,0.1849718991,0.4927660751,0.04615384615,65
SDRDEVICE.PLUTO_0.90397,PLUTO,0.90397,r,sym,r/nosym,0.2599044402,0.0676259562,0.7138177456,0.259768473,0.06640009614,0.7251074452,0.2769230769,65
SDRDEVICE.PLUTO_0.90397,PLUTO,0.90397,r0,nosym,r/nosym,0.4710444715,0.2056754993,0.4725705408,0.4652364188,0.2014017183,0.4877152876,0.04615384615,65
SDRDEVICE.PLUTO_0.90397,PLUTO,0.90397,r0,sym,r/nosym,0.2698108526,0.07639539595,0.706178856,0.2678808024,0.07414909687,0.7201495354,0.2615384615,65
SDRDEVICE.PLUTO_0.90397,PLUTO,0.90397,r1,nosym,r/nosym,0.8209325969,0.4797542614,0.1418669214,0.8257969842,0.4849969983,0.1261219958,0.03174603175,63
SDRDEVICE.PLUTO_0.90397,PLUTO,0.90397,r1,sym,r/nosym,0.5916240824,0.294852594,0.2869947806,0.5964822296,0.2985256111,0.2749897701,0.06153846154,65
SDRDEVICE.PLUTO_0.91557,PLUTO,0.91557,r,nosym,r/nosym,0.3976761753,0.1428930414,0.5955084953,0.3929696174,0.139591326,0.6060832087,0.07692307692,65
SDRDEVICE.PLUTO_0.91557,PLUTO,0.91557,r,sym,r/nosym,0.2847129562,0.06836163421,0.7420458603,0.284673009,0.06823938495,0.741807045,0.2,65
SDRDEVICE.PLUTO_0.91557,PLUTO,0.91557,r0,nosym,r/nosym,0.5075349467,0.2229134481,0.4672835172,0.5128565528,0.2276449052,0.4442950762,0.07692307692,65
SDRDEVICE.PLUTO_0.91557,PLUTO,0.91557,r0,sym,r/nosym,0.3850037223,0.1225434084,0.6130900628,0.3850437208,0.1227146597,0.6112926626,0.1384615385,65
SDRDEVICE.PLUTO_0.91557,PLUTO,0.91557,r1,nosym,r/nosym,0.4772902772,0.2041690036,0.5076988928,0.4583163598,0.1918029663,0.5488782746,0.04615384615,65
SDRDEVICE.PLUTO_0.91557,PLUTO,0.91557,r1,sym,r/nosym,0.2868822797,0.07931873281,0.7385912974,0.285874188,0.07884681629,0.7397352645,0.2307692308,65
SDRDEVICE.PLUTO_0.91964,PLUTO,0.91964,r,nosym,r/nosym,0.5198067286,0.222039412,0.3957130553,0.4934099858,0.2042434932,0.4578706634,0.06153846154,65
SDRDEVICE.PLUTO_0.91964,PLUTO,0.91964,r,sym,r/nosym,0.3973295455,0.1316437653,0.5582372268,0.3755898291,0.1228099424,0.6034023458,0.1846153846,65
SDRDEVICE.PLUTO_0.91964,PLUTO,0.91964,r0,nosym,r/nosym,0.6908364682,0.3719306492,0.2467144073,0.6879708465,0.3701448223,0.2513074141,0.03076923077,65
SDRDEVICE.PLUTO_0.91964,PLUTO,0.91964,r0,sym,r/nosym,0.5355961982,0.2472291653,0.4096165871,0.5198314251,0.2384832233,0.4259791838,0.1076923077,65
SDRDEVICE.PLUTO_0.91964,PLUTO,0.91964,r1,nosym,r/nosym,0.5644398221,0.2616729147,0.364247212,0.519275322,0.2303406279,0.4599655466,0.04615384615,65
SDRDEVICE.PLUTO_0.91964,PLUTO,0.91964,r1,sym,r/nosym,0.4316508737,0.1566416823,0.5196660091,0.3847500789,0.1343208612,0.6157859626,0.1230769231,65
SDRDEVICE.PLUTO_0.99302,PLUTO,0.99302,r,nosym,r/nosym,0.4702709558,0.1827774424,0.3642483249,0.4066106997,0.1424585819,0.5084275052,0.04615384615,65
SDRDEVICE.PLUTO_0.99302,PLUTO,0.99302,r,sym,r/nosym,0.320768694,0.08113775005,0.5246397958,0.272566569,0.06012258989,0.6803789948,0.01538461538,65
SDRDEVICE.PLUTO_0.99302,PLUTO,0.99302,r0,nosym,r/nosym,0.5496671461,0.251563945,0.3247065053,0.5097486144,0.2210884877,0.3854109554,0.03076923077,65
SDRDEVICE.PLUTO_0.99302,PLUTO,0.99302,r0,sym,r/nosym,0.3373666018,0.09419895354,0.5316422539,0.317988737,0.08013430659,0.6199191805,0.07692307692,65
SDRDEVICE.PLUTO_0.99302,PLUTO,0.99302,r1,nosym,r/nosym,0.5479745311,0.2522395937,0.2764556797,0.512964326,0.2169338823,0.4193714122,0.04615384615,65
SDRDEVICE.PLUTO_0.99302,PLUTO,0.99302,r1,sym,r/nosym,0.3520185255,0.1106202788,0.4533148214,0.2952739719,0.08623972811,0.6244148268,0,65
SDRDEVICE.PLUTO_1.25103,PLUTO,1.25103,r,nosym,r/nosym,0.2728305598,0.07534036331,0.7971284004,0.2168358316,0.04527411441,0.861379943,0.1076923077,65
SDRDEVICE.PLUTO_1.25103,PLUTO,1.25103,r,sym,r/nosym,0.1638739851,0.02953887518,0.9054083447,0.1448854441,0.02204112316,0.9325910478,0.6,65
SDRDEVICE.PLUTO_1.25103,PLUTO,1.25103,r0,nosym,r/nosym,0.4324718804,0.1717379255,0.5555871468,0.3395047167,0.1041142114,0.7145357231,0.06153846154,65
SDRDEVICE.PLUTO_1.25103,PLUTO,1.25103,r0,sym,r/nosym,0.2496989509,0.05967271301,0.7849920094,0.2210828502,0.04418262051,0.8314796937,0.4769230769,65
SDRDEVICE.PLUTO_1.25103,PLUTO,1.25103,r1,nosym,r/nosym,0.3441098897,0.1062465633,0.7659913383,0.3552578462,0.1138645056,0.7306877935,0.09230769231,65
SDRDEVICE.PLUTO_1.25103,PLUTO,1.25103,r1,sym,r/nosym,0.199909834,0.04223619007,0.9011068744,0.2034459752,0.04558158694,0.9112723591,0.3384615385,65
SDRDEVICE.PLUTO_1.26578,PLUTO,1.26578,r,nosym,r/nosym,0.3564081474,0.1150528873,0.6691605685,0.2526658328,0.05746702431,0.8218328996,0.1846153846,65
SDRDEVICE.PLUTO_1.26578,PLUTO,1.26578,r,sym,r/nosym,0.2036163824,0.04107629098,0.8379349431,0.1515103874,0.02656855871,0.9110720585,0.1230769231,65
SDRDEVICE.PLUTO_1.26578,PLUTO,1.26578,r0,nosym,r/nosym,0.5796780451,0.2679310815,0.354671323,0.4146701312,0.1529449078,0.6412626012,0.09230769231,65
SDRDEVICE.PLUTO_1.26578,PLUTO,1.26578,r0,sym,r/nosym,0.3365709451,0.08959137133,0.5974068496,0.2788865197,0.06583890769,0.685793754,0.06153846154,65
SDRDEVICE.PLUTO_1.26578,PLUTO,1.26578,r1,nosym,r/nosym,0.3982086727,0.1422197662,0.6969671361,0.4155015184,0.1526544277,0.6503585211,0.1230769231,65
SDRDEVICE.PLUTO_1.26578,PLUTO,1.26578,r1,sym,r/nosym,0.2443955486,0.06447029241,0.8437346494,0.2398739479,0.06422077129,0.8889550532,0.2,65
SDRDEVICE.PLUTO_1.26599,PLUTO,1.26599,r,nosym,r/nosym,0.3570205027,0.1179127766,0.6529051037,0.2752988961,0.06709396478,0.7543329484,0.1230769231,65
SDRDEVICE.PLUTO_1.26599,PLUTO,1.26599,r,sym,r/nosym,0.1933577176,0.03489397873,0.8624530957,0.1550536635,0.02541060332,0.902682334,0.2153846154,65
SDRDEVICE.PLUTO_1.26599,PLUTO,1.26599,r0,nosym,r/nosym,0.6658290475,0.3273955691,0.1887485217,0.492866732,0.196251278,0.5125865362,0.01538461538,65
SDRDEVICE.PLUTO_1.26599,PLUTO,1.26599,r0,sym,r/nosym,0.4268993701,0.1311974435,0.3657582441,0.3580491433,0.09849641626,0.4768726595,0,65
SDRDEVICE.PLUTO_1.26599,PLUTO,1.26599,r1,nosym,r/nosym,0.4169509708,0.146588327,0.7261714337,0.4887737599,0.196279664,0.5427550492,0.03076923077,65
SDRDEVICE.PLUTO_1.26599,PLUTO,1.26599,r1,sym,r/nosym,0.2644710325,0.07017388123,0.8703798393,0.3109309895,0.09116141557,0.8468092619,0.3076923077,65
SDRDEVICE.PLUTO_1.34727,PLUTO,1.34727,r,nosym,r/nosym,0.2575933919,0.07064037689,0.7733028838,0.1836541246,0.03777027011,0.855816212,0.2615384615,65
SDRDEVICE.PLUTO_1.34727,PLUTO,1.34727,r,sym,r/nosym,0.1537348412,0.03146518078,0.8851302241,0.129794921,0.02424736143,0.902429447,0.5692307692,65
SDRDEVICE.PLUTO_1.34727,PLUTO,1.34727,r0,nosym,r/nosym,0.3606886368,0.1287386945,0.6419180792,0.2665480216,0.06916085917,0.7857772068,0.1384615385,65
SDRDEVICE.PLUTO_1.34727,PLUTO,1.34727,r0,sym,r/nosym,0.2094267533,0.0493529786,0.7995232114,0.176359118,0.03451090574,0.8319950053,0.5692307692,65
SDRDEVICE.PLUTO_1.34727,PLUTO,1.34727,r1,nosym,r/nosym,0.3143302966,0.09414512832,0.7550713017,0.3102785279,0.09258797336,0.757929321,0.2,65
SDRDEVICE.PLUTO_1.34727,PLUTO,1.34727,r1,sym,r/nosym,0.1737451183,0.03865173291,0.8925504626,0.1857500169,0.04302396784,0.8931380996,0.2769230769,65
